"date","BUD","RI.PA","HEINY"
"2012-08-29",67.123398,76.630081,24.900688
"2012-08-30",66.754982,74.779381,24.369284
"2012-08-31",67.419739,74.788101,24.536804
"2012-09-01",67.419739,74.788101,24.536804
"2012-09-02",67.419739,74.788101,24.536804
"2012-09-03",67.419739,77.407051,24.536804
"2012-09-04",68.452904,77.712601,24.818935
"2012-09-05",69.109642,78.437164,24.61615
"2012-09-06",70.110756,79.537132,24.977634
"2012-09-07",69.638214,76.8396,24.951185
"2012-09-08",69.638214,76.8396,24.951185
"2012-09-09",69.638214,76.8396,24.951185
"2012-09-10",67.491814,75.984085,24.334013
"2012-09-11",68.100494,75.521416,24.651419
"2012-09-12",67.259544,74.945251,24.430996
"2012-09-13",68.308731,75.346817,24.924736
"2012-09-14",68.372803,75.861893,24.325201
"2012-09-15",68.372803,75.861893,24.325201
"2012-09-16",68.372803,75.861893,24.325201
"2012-09-17",68.212624,74.945251,24.254667
"2012-09-18",68.965477,76.525352,24.598516
"2012-09-19",69.317871,76.603912,26.185522
"2012-09-20",69.678276,76.909462,25.718237
"2012-09-21",69.686287,76.822159,26.317768
"2012-09-22",69.686287,76.822159,26.317768
"2012-09-23",69.686287,76.822159,26.317768
"2012-09-24",69.534103,76.717392,26.009186
"2012-09-25",69.245781,77.214996,26.141432
"2012-09-26",70.110756,76.307083,26.194334
"2012-09-27",69.40596,76.953102,26.273685
"2012-09-28",68.80529,76.219795,26.220783
"2012-09-29",68.80529,76.219795,26.220783
"2012-09-30",68.80529,76.219795,26.220783
"2012-10-01",68.516975,77.4245,26.485291
"2012-10-02",70.82357,76.8396,27.120085
"2012-10-03",70.783524,76.99675,27.172985
"2012-10-04",71.01577,76.988007,27.860689
"2012-10-05",72.297211,77.022942,28.363234
"2012-10-06",72.297211,77.022942,28.363234
"2012-10-07",72.297211,77.022942,28.363234
"2012-10-08",71.800652,76.822159,28.125187
"2012-10-09",69.926567,75.722191,27.746067
"2012-10-10",69.470032,76.097565,27.790154
"2012-10-11",69.614197,76.350746,27.701986
"2012-10-12",69.534103,75.835693,27.834234
"2012-10-13",69.534103,75.835693,27.834234
"2012-10-14",69.534103,75.835693,27.834234
"2012-10-15",69.606186,77.4245,27.895958
"2012-10-16",71.175957,77.546715,28.107553
"2012-10-17",70.919655,76.464226,28.134003
"2012-10-18",69.173706,74.630981,27.666719
"2012-10-19",68.532967,74.517487,27.45512
"2012-10-20",68.532967,74.517487,27.45512
"2012-10-21",68.532967,74.517487,27.45512
"2012-10-22",69.021538,74.53495,27.552105
"2012-10-23",68.949425,73.269127,27.146538
"2012-10-24",68.444893,73.836571,26.626354
"2012-10-25",68.500938,73.12944,27.120085
"2012-10-26",68.244652,72.806458,27.137724
"2012-10-27",68.244652,72.806458,27.137724
"2012-10-28",68.244652,72.806458,27.137724
"2012-10-29",68.244652,72.404884,27.137724
"2012-10-30",68.244652,72.893753,27.137724
"2012-10-31",67.115402,72.483452,27.508018
"2012-11-01",66.298462,72.885002,27.640274
"2012-11-02",66.827072,72.544556,27.578552
"2012-11-03",66.827072,72.544556,27.578552
"2012-11-04",66.827072,72.544556,27.578552
"2012-11-05",65.890007,72.518372,27.525654
"2012-11-06",66.931183,72.981056,27.613817
"2012-11-07",65.809929,72.509636,27.45512
"2012-11-08",65.625717,72.631851,27.499203
"2012-11-09",66.250427,72.771523,27.419853
"2012-11-10",66.250427,72.771523,27.419853
"2012-11-11",66.250427,72.771523,27.419853
"2012-11-12",66.562775,72.45726,27.895958
"2012-11-13",66.987236,73.434998,27.693167
"2012-11-14",65.849953,73.417358,27.508018
"2012-11-15",66.30648,73.082199,27.181801
"2012-11-16",66.282455,72.597076,27.199436
"2012-11-17",66.282455,72.597076,27.199436
"2012-11-18",66.282455,72.597076,27.199436
"2012-11-19",67.812172,73.505569,27.560921
"2012-11-20",68.789261,74.978477,27.887133
"2012-11-21",68.156548,74.916748,27.693167
"2012-11-22",68.156548,76.186813,27.693167
"2012-11-23",69.662262,76.504349,28.336788
"2012-11-24",69.662262,76.504349,28.336788
"2012-11-25",69.662262,76.504349,28.336788
"2012-11-26",69.446014,75.939865,28.301519
"2012-11-27",68.973488,76.910065,28.812887
"2012-11-28",68.524971,77.148186,29.456505
"2012-11-29",69.221756,77.589203,29.368336
"2012-11-30",70.455154,76.786575,29.095024
"2012-12-01",70.455154,76.786575,29.095024
"2012-12-02",70.455154,76.786575,29.095024
"2012-12-03",70.711441,77.518631,29.227274
"2012-12-04",70.703423,77.712677,29.209639
"2012-12-05",70.158806,77.703865,29.271358
"2012-12-06",70.054695,77.553917,29.23609
"2012-12-07",70.278954,77.889076,29.024483
"2012-12-08",70.278954,77.889076,29.024483
"2012-12-09",70.278954,77.889076,29.024483
"2012-12-10",70.647369,78.047844,29.103838
"2012-12-11",71.336136,78.726974,28.892237
"2012-12-12",70.254921,77.792046,29.077387
"2012-12-13",69.950577,78.039024,28.865784
"2012-12-14",70.735443,78.224236,28.830526
"2012-12-15",70.735443,78.224236,28.830526
"2012-12-16",70.735443,78.224236,28.830526
"2012-12-17",69.830437,78.268349,28.618921
"2012-12-18",70.72744,77.844978,28.539574
"2012-12-19",71.143913,77.395157,29.165558
"2012-12-20",70.919655,77.395157,28.901052
"2012-12-21",70.078735,77.262863,28.821701
"2012-12-22",70.078735,77.262863,28.821701
"2012-12-23",70.078735,77.262863,28.821701
"2012-12-24",70.110756,77.262863,28.874605
"2012-12-25",70.110756,77.262863,28.874605
"2012-12-26",70.030663,77.262863,29.121468
"2012-12-27",70.447144,77.130562,29.200815
"2012-12-28",69.5261,76.416145,29.456505
"2012-12-29",69.5261,76.416145,29.456505
"2012-12-30",69.5261,76.416145,29.456505
"2012-12-31",70.006645,76.416145,29.597572
"2013-01-01",70.006645,76.416145,29.597572
"2013-01-02",71.312096,77.739136,29.888523
"2013-01-03",69.558136,77.536278,29.703367
"2013-01-04",70.807533,77.730324,29.86207
"2013-01-05",70.807533,77.730324,29.86207
"2013-01-06",70.807533,77.730324,29.86207
"2013-01-07",70.158806,77.280495,29.721008
"2013-01-08",69.109642,77.368698,29.712194
"2013-01-09",67.507835,77.395157,29.668108
"2013-01-10",69.365913,76.989456,29.165558
"2013-01-11",70.158806,77.121742,29.244902
"2013-01-12",70.158806,77.121742,29.244902
"2013-01-13",70.158806,77.121742,29.244902
"2013-01-14",69.918541,77.527443,28.874605
"2013-01-15",71.031799,78.665222,29.23609
"2013-01-16",71.272057,79.379646,29.527039
"2013-01-17",71.207993,80.782021,29.914974
"2013-01-18",71.856728,81.134827,29.967875
"2013-01-19",71.856728,81.134827,29.967875
"2013-01-20",71.856728,81.134827,29.967875
"2013-01-21",71.856728,80.279266,29.967875
"2013-01-22",72.753731,80.235191,29.809174
"2013-01-23",72.177078,80.535057,30.100122
"2013-01-24",72.2892,80.834953,30.047224
"2013-01-25",73.4505,81.125999,30.743736
"2013-01-26",73.4505,81.125999,30.743736
"2013-01-27",73.4505,81.125999,30.743736
"2013-01-28",73.530609,80.279266,30.79664
"2013-01-29",74.67588,80.931953,30.814274
"2013-01-30",75.396698,81.020164,31.475529
"2013-01-31",70.959702,81.320045,31.052324
"2013-02-01",73.907013,82.978188,32.048618
"2013-02-02",73.907013,82.978188,32.048618
"2013-02-03",73.907013,82.978188,32.048618
"2013-02-04",70.214867,81.849236,31.62541
"2013-02-05",70.543243,81.187737,31.889902
"2013-02-06",69.974602,81.055443,32.075058
"2013-02-07",69.197731,80.834953,31.219843
"2013-02-08",68.669128,80.4645,30.990604
"2013-02-09",68.669128,80.4645,30.990604
"2013-02-10",68.669128,80.4645,30.990604
"2013-02-11",69.09362,79.653069,30.470421
"2013-02-12",70.094734,81.06427,30.867174
"2013-02-13",70.687408,82.951736,32.515884
"2013-02-14",74.291466,84.698082,32.119129
"2013-02-15",74.267433,85.0597,32.127956
"2013-02-16",74.267433,85.0597,32.127956
"2013-02-17",74.267433,85.0597,32.127956
"2013-02-18",74.267433,84.698082,32.127956
"2013-02-19",74.555748,86.506195,32.39246
"2013-02-20",74.379555,86.479713,32.401272
"2013-02-21",73.730812,85.544792,31.722395
"2013-02-22",74.787994,86.329773,31.986889
"2013-02-23",74.787994,86.329773,31.986889
"2013-02-24",74.787994,86.329773,31.986889
"2013-02-25",73.61869,86.656105,31.70476
"2013-02-26",73.522591,85.81823,31.916361
"2013-02-27",75.036308,86.629654,32.304287
"2013-02-28",75.27655,87.661583,33.000813
"2013-03-01",75.717049,87.564568,32.859737
"2013-03-02",75.717049,87.564568,32.859737
"2013-03-03",75.717049,87.564568,32.859737
"2013-03-04",75.70903,88.199608,32.939087
"2013-03-05",75.845192,87.414627,32.621693
"2013-03-06",75.380676,86.98246,32.39246
"2013-03-07",76.549995,87.449913,33.02726
"2013-03-08",77.799408,87.714508,32.939087
"2013-03-09",77.799408,87.714508,32.939087
"2013-03-10",77.799408,87.714508,32.939087
"2013-03-11",77.671242,88.199608,33.212406
"2013-03-12",76.750214,88.111404,33.221218
"2013-03-13",76.62207,88.64061,33.097794
"2013-03-14",77.094597,88.552406,33.432831
"2013-03-15",76.429848,88.287819,33.714958
"2013-03-16",76.429848,88.287819,33.714958
"2013-03-17",76.429848,88.287819,33.714958
"2013-03-18",76.582039,88.94931,33.485722
"2013-03-19",76.309715,88.058487,33.520985
"2013-03-20",76.990479,88.199608,33.759048
"2013-03-21",76.62207,84.292381,33.080154
"2013-03-22",78.568268,86.073997,33.635609
"2013-03-23",78.568268,86.073997,33.635609
"2013-03-24",78.568268,86.073997,33.635609
"2013-03-25",77.999619,84.618721,33.503365
"2013-03-26",79.040794,85.932877,34.094074
"2013-03-27",78.047676,85.535988,33.468094
"2013-03-28",79.729568,85.738838,33.185959
"2013-03-29",79.729568,85.738838,33.185959
"2013-03-30",79.729568,85.738838,33.185959
"2013-03-31",79.729568,85.738838,33.185959
"2013-04-01",79.545364,85.738838,33.230034
"2013-04-02",80.202095,85.994621,33.274117
"2013-04-03",79.353134,85.359581,33.732586
"2013-04-04",79.729568,84.142441,33.318211
"2013-04-05",78.167809,83.24279,32.683399
"2013-04-06",78.167809,83.24279,32.683399
"2013-04-07",78.167809,83.24279,32.683399
"2013-04-08",79.473274,83.710243,33.02726
"2013-04-09",79.07283,83.216316,32.418907
"2013-04-10",81.563614,84.063042,32.965538
"2013-04-11",80.794754,84.768646,32.991993
"2013-04-12",80.394302,84.362915,32.771576
"2013-04-13",80.394302,84.362915,32.771576
"2013-04-14",80.394302,84.362915,32.771576
"2013-04-15",78.672371,83.40155,32.683399
"2013-04-16",79.561363,82.563644,32.798019
"2013-04-17",77.479034,81.849236,31.828186
"2013-04-18",78.143791,82.19323,32.27784
"2013-04-19",79.465248,83.375084,32.357193
"2013-04-20",79.465248,83.375084,32.357193
"2013-04-21",79.465248,83.375084,32.357193
"2013-04-22",79.305092,84.239433,32.313107
"2013-04-23",79.820518,86.435638,33.000813
"2013-04-24",78.878372,85.465431,31.413807
"2013-04-25",78.821014,83.692619,31.413807
"2013-04-26",77.116951,81.231827,30.673208
"2013-04-27",77.116951,81.231827,30.673208
"2013-04-28",77.116951,81.231827,30.673208
"2013-04-29",78.222961,82.316711,31.19339
"2013-04-30",78.337669,82.907623,31.316875
"2013-05-01",77.739594,82.907623,31.316875
"2013-05-02",78.034531,83.472107,31.664351
"2013-05-03",78.812836,82.554832,31.316875
"2013-05-04",78.812836,82.554832,31.316875
"2013-05-05",78.812836,82.554832,31.316875
"2013-05-06",78.485138,82.907623,31.584164
"2013-05-07",78.911133,81.364143,31.245598
"2013-05-08",80.099091,81.672844,32.279102
"2013-05-09",78.861984,82.44017,32.092003
"2013-05-10",79.263435,82.61657,32.100914
"2013-05-11",79.263435,82.61657,32.100914
"2013-05-12",79.263435,82.61657,32.100914
"2013-05-13",79.910645,83.154594,32.582024
"2013-05-14",80.688927,83.313362,32.876038
"2013-05-15",80.090874,83.119301,33.072044
"2013-05-16",79.238853,82.643028,33.000774
"2013-05-17",78.952103,81.86689,32.778034
"2013-05-18",78.952103,81.86689,32.778034
"2013-05-19",78.952103,81.86689,32.778034
"2013-05-20",78.222961,83.375084,32.64439
"2013-05-21",78.321274,84.627533,32.377102
"2013-05-22",78.050926,84.301208,32.430565
"2013-05-23",78.321274,82.907623,32.341469
"2013-05-24",78.329453,83.886658,32.083088
"2013-05-25",78.329453,83.886658,32.083088
"2013-05-26",78.329453,83.886658,32.083088
"2013-05-27",78.329453,84.177719,32.083088
"2013-05-28",78.476936,83.966026,32.163273
"2013-05-29",76.822021,83.34864,31.628714
"2013-05-30",77.174324,83.34864,31.762356
"2013-05-31",75.306396,81.752213,31.040682
"2013-06-01",75.306396,81.752213,31.040682
"2013-06-02",75.306396,81.752213,31.040682
"2013-06-03",75.625908,81.672844,31.111954
"2013-06-04",75.642288,81.231827,31.156506
"2013-06-05",74.167641,80.032318,30.604115
"2013-06-06",75.945427,79.93531,31.049587
"2013-06-07",77.346344,80.199905,31.183239
"2013-06-08",77.346344,80.199905,31.183239
"2013-06-09",77.346344,80.199905,31.183239
"2013-06-10",76.781075,79.917679,30.782307
"2013-06-11",75.994576,79.247345,30.648668
"2013-06-12",75.929031,78.885735,30.978313
"2013-06-13",76.412399,78.956284,30.889215
"2013-06-14",76.789261,78.065468,30.301188
"2013-06-15",76.789261,78.065468,30.301188
"2013-06-16",76.789261,78.065468,30.301188
"2013-06-17",77.559364,77.615669,30.443741
"2013-06-18",76.715515,78.991577,30.737757
"2013-06-19",75.175308,79.123863,30.497198
"2013-06-20",71.668877,75.28717,28.875673
"2013-06-21",71.472252,75.569435,28.973673
"2013-06-22",71.472252,75.569435,28.973673
"2013-06-23",71.472252,75.569435,28.973673
"2013-06-24",70.980705,74.881477,28.59057
"2013-06-25",71.210091,75.578239,28.759848
"2013-06-26",72.643784,75.684074,28.492563
"2013-06-27",73.766182,75.816376,28.938036
"2013-06-28",73.946434,75.137238,28.376741
"2013-06-29",73.946434,75.137238,28.376741
"2013-06-30",73.946434,75.137238,28.376741
"2013-07-01",74.364243,77.527443,28.991495
"2013-07-02",73.233681,77.287148,28.59057
"2013-07-03",71.652496,76.441658,28.831129
"2013-07-04",71.652496,77.954651,28.831129
"2013-07-05",72.094894,76.797646,28.795488
"2013-07-06",72.094894,76.797646,28.795488
"2013-07-07",72.094894,76.797646,28.795488
"2013-07-08",73.454872,78.257248,29.454792
"2013-07-09",73.749802,78.524239,29.552792
"2013-07-10",74.511719,78.684456,29.597343
"2013-07-11",76.133835,79.832535,30.56848
"2013-07-12",75.093399,77.901253,29.89135
"2013-07-13",75.093399,77.901253,29.89135
"2013-07-14",75.093399,77.901253,29.89135
"2013-07-15",75.314583,78.524239,30.523926
"2013-07-16",75.216278,78.257248,30.648668
"2013-07-17",74.38063,78.470848,30.889215
"2013-07-18",73.446678,77.180351,30.648668
"2013-07-19",73.266434,77.411766,30.577389
"2013-07-20",73.266434,77.411766,30.577389
"2013-07-21",73.266434,77.411766,30.577389
"2013-07-22",73.094398,78.034752,30.79121
"2013-07-23",72.553696,78.132652,30.728844
"2013-07-24",73.184517,79.467644,30.470469
"2013-07-25",72.848625,78.488647,30.203188
"2013-07-26",73.184517,79.031548,30.007175
"2013-07-27",73.184517,79.031548,30.007175
"2013-07-28",73.184517,79.031548,30.007175
"2013-07-29",72.742111,79.610039,30.13191
"2013-07-30",73.708839,79.74353,30.604115
"2013-07-31",78.411385,79.654549,31.245598
"2013-08-01",80.238342,81.434517,31.708893
"2013-08-02",80.410385,81.434517,32.029629
"2013-08-03",80.410385,81.434517,32.029629
"2013-08-04",80.410385,81.434517,32.029629
"2013-08-05",80.500504,81.790535,32.083088
"2013-08-06",80.631584,82.386826,32.795853
"2013-08-07",81.123154,82.315628,32.697845
"2013-08-08",82.753479,82.013039,32.760216
"2013-08-09",81.368919,82.555939,32.67112
"2013-08-10",81.368919,82.555939,32.67112
"2013-08-11",81.368919,82.555939,32.67112
"2013-08-12",81.9506,82.458031,32.697845
"2013-08-13",82.106255,82.858528,33.143322
"2013-08-14",81.065804,83.125526,33.134415
"2013-08-15",80.353027,82.894119,33.098774
"2013-08-16",79.984367,83.214516,33.08987
"2013-08-17",79.984367,83.214516,33.08987
"2013-08-18",79.984367,83.214516,33.08987
"2013-08-19",79.47644,82.769531,33.259148
"2013-08-20",79.058601,82.110947,33.276962
"2013-08-21",78.845604,81.790535,31.887083
"2013-08-22",79.050415,82.653831,31.664351
"2013-08-23",79.763176,82.778427,31.806904
"2013-08-24",79.763176,82.778427,31.806904
"2013-08-25",79.763176,82.778427,31.806904
"2013-08-26",79.345352,82.609337,31.593067
"2013-08-27",77.698624,81.897324,31.245598
"2013-08-28",77.01046,80.704742,30.523926
"2013-08-29",76.969498,79.209549,30.942896
"2013-08-30",76.477936,78.177147,30.853184
"2013-08-31",76.477936,78.177147,30.853184
"2013-09-01",76.477936,78.177147,30.853184
"2013-09-02",76.477936,77.972458,30.853184
"2013-09-03",77.698624,77.518532,30.637873
"2013-09-04",78.255737,76.699768,30.646843
"2013-09-05",77.608505,78.061462,30.440495
"2013-09-06",78.460556,78.809059,30.718611
"2013-09-07",78.460556,78.809059,30.718611
"2013-09-08",78.460556,78.809059,30.718611
"2013-09-09",78.37043,78.533134,30.305918
"2013-09-10",78.9767,79.752434,30.826273
"2013-09-11",80.000778,80.233047,30.682724
"2013-09-12",79.304375,80.49115,30.503298
"2013-09-13",80.566048,80.348732,30.548153
"2013-09-14",80.566048,80.348732,30.548153
"2013-09-15",80.566048,80.348732,30.548153
"2013-09-16",81.663864,82.395729,30.862162
"2013-09-17",81.647476,82.155426,31.642685
"2013-09-18",83.916824,82.458031,32.647491
"2013-09-19",84.031532,83.908714,32.773094
"2013-09-20",82.384804,83.267914,32.207897
"2013-09-21",82.384804,83.267914,32.207897
"2013-09-22",82.384804,83.267914,32.207897
"2013-09-23",81.557365,82.992012,32.180981
"2013-09-24",81.196877,81.879532,31.857998
"2013-09-25",81.483612,81.621429,31.938753
"2013-09-26",82.098061,81.924042,31.804171
"2013-09-27",81.606514,81.790535,31.472219
"2013-09-28",81.606514,81.790535,31.472219
"2013-09-29",81.606514,81.790535,31.472219
"2013-09-30",81.270615,81.692635,31.804171
"2013-10-01",80.852791,80.446632,31.22999
"2013-10-02",80.598816,78.559853,31.212049
"2013-10-03",80.451347,78.764542,31.032616
"2013-10-04",81.073982,78.515358,30.817299
"2013-10-05",81.073982,78.515358,30.817299
"2013-10-06",81.073982,78.515358,30.817299
"2013-10-07",80.058105,79.939346,31.059532
"2013-10-08",79.271622,79.013763,30.53021
"2013-10-09",78.517883,78.844643,30.126486
"2013-10-10",79.828697,79.298546,30.503298
"2013-10-11",80.623405,79.200645,30.548153
"2013-10-12",80.623405,79.200645,30.548153
"2013-10-13",80.623405,79.200645,30.548153
"2013-10-14",80.918335,78.853554,30.808329
"2013-10-15",80.344856,78.212746,30.772444
"2013-10-16",80.992065,78.524239,31.122332
"2013-10-17",82.74527,78.221657,31.983606
"2013-10-18",84.138023,79.440956,32.351437
"2013-10-19",84.138023,79.440956,32.351437
"2013-10-20",84.138023,79.440956,32.351437
"2013-10-21",84.080681,79.120537,31.938753
"2013-10-22",84.949097,78.951439,32.764126
"2013-10-23",84.432945,79.093849,31.221024
"2013-10-24",84.531273,76.619667,31.212049
"2013-10-25",85.784737,76.966759,31.400457
"2013-10-26",85.784737,76.966759,31.400457
"2013-10-27",85.784737,76.966759,31.400457
"2013-10-28",85.432457,77.536354,31.552971
"2013-10-29",85.481613,78.399643,31.454287
"2013-10-30",84.580406,78.257248,31.265879
"2013-10-31",84.981865,78.764542,31.041588
"2013-11-01",84.039711,77.936859,30.610952
"2013-11-02",84.039711,77.936859,30.610952
"2013-11-03",84.039711,77.936859,30.610952
"2013-11-04",83.867668,78.844643,30.628899
"2013-11-05",83.769363,77.207054,30.440495
"2013-11-06",85.0392,77.393967,30.557125
"2013-11-07",83.832939,77.714363,29.973972
"2013-11-08",84.881561,78.853554,29.965006
"2013-11-09",84.881561,78.853554,29.965006
"2013-11-10",84.881561,78.853554,29.965006
"2013-11-11",86.161385,79.387543,30.216202
"2013-11-12",85.748558,78.542908,30.180317
"2013-11-13",85.674232,78.542908,30.880098
"2013-11-14",86.458649,78.488991,30.889071
"2013-11-15",86.384331,78.911316,30.727587
"2013-11-16",86.384331,78.911316,30.727587
"2013-11-17",86.384331,78.911316,30.727587
"2013-11-18",86.557732,79.297699,30.969814
"2013-11-19",86.276993,78.399132,31.409422
"2013-11-20",85.492569,77.752182,31.041588
"2013-11-21",85.500824,76.781731,30.907017
"2013-11-22",85.343948,78.012749,30.871132
"2013-11-23",85.343948,78.012749,30.871132
"2013-11-24",85.343948,78.012749,30.871132
"2013-11-25",84.551285,77.797104,30.808329
"2013-11-26",84.815506,75.775345,30.646843
"2013-11-27",84.815506,76,30.512262
"2013-11-28",84.815506,75.559692,30.512262
"2013-11-29",84.311821,74.966644,30.59301
"2013-11-30",84.311821,74.966644,30.59301
"2013-12-01",84.311821,74.966644,30.59301
"2013-12-02",84.287064,74.337654,30.646843
"2013-12-03",84.006317,72.639381,30.575071
"2013-12-04",83.808167,72.558517,30.261065
"2013-12-05",83.164108,72.792152,30.359749
"2013-12-06",84.741188,72.944893,30.512262
"2013-12-07",84.741188,72.944893,30.512262
"2013-12-08",84.741188,72.944893,30.512262
"2013-12-09",84.625595,72.747208,30.413582
"2013-12-10",84.278809,72.29792,30.48535
"2013-12-11",83.733856,72.486618,29.651001
"2013-12-12",82.924667,72.33387,29.014013
"2013-12-13",82.743011,71.390381,28.78076
"2013-12-14",82.743011,71.390381,28.78076
"2013-12-15",82.743011,71.390381,28.78076
"2013-12-16",84.303589,72.279961,29.202419
"2013-12-17",83.799896,71.534157,28.789728
"2013-12-18",85.368713,71.570091,28.933273
"2013-12-19",85.19532,72.342857,29.005047
"2013-12-20",85.352203,72.513573,29.175501
"2013-12-21",85.352203,72.513573,29.175501
"2013-12-22",85.352203,72.513573,29.175501
"2013-12-23",85.59166,72.747208,29.435686
"2013-12-24",85.665962,72.783165,29.561283
"2013-12-25",85.665962,72.783165,29.561283
"2013-12-26",86.747643,72.783165,29.749685
"2013-12-27",87.556816,74.607216,29.956028
"2013-12-28",87.556816,74.607216,29.956028
"2013-12-29",87.556816,74.607216,29.956028
"2013-12-30",86.995354,74.831863,30.377701
"2013-12-31",87.90361,74.409538,30.287977
"2014-01-01",87.90361,74.409538,30.287977
"2014-01-02",85.500824,73.088669,29.606142
"2014-01-03",85.657722,73.430107,29.462593
"2014-01-04",85.657722,73.430107,29.462593
"2014-01-05",85.657722,73.430107,29.462593
"2014-01-06",84.666878,72.270966,29.265217
"2014-01-07",86.268738,71.677917,29.112707
"2014-01-08",86.640297,71.89357,28.843559
"2014-01-09",86.640297,71.938507,29.005047
"2014-01-10",86.863235,71.579079,29.103729
"2014-01-11",86.863235,71.579079,29.103729
"2014-01-12",86.863235,71.579079,29.103729
"2014-01-13",84.658623,73.241417,28.78076
"2014-01-14",84.988907,72.890984,29.543339
"2014-01-15",85.13752,72.567497,29.247276
"2014-01-16",85.418251,74.166924,29.659971
"2014-01-17",83.783394,73.86142,29.139618
"2014-01-18",83.783394,73.86142,29.139618
"2014-01-19",83.783394,73.86142,29.139618
"2014-01-20",83.783394,73.034744,29.139618
"2014-01-21",85.665962,75.703461,29.238306
"2014-01-22",85.509079,75.982018,29.130648
"2014-01-23",84.567802,75.883171,29.659971
"2014-01-24",80.959511,75.928101,29.103729
"2014-01-25",80.959511,75.928101,29.103729
"2014-01-26",80.959511,75.928101,29.103729
"2014-01-27",81.108139,74.436493,28.529554
"2014-01-28",81.397118,73.86142,28.583385
"2014-01-29",79.861336,74.526352,28.350122
"2014-01-30",79.75399,71.435318,27.452965
"2014-01-31",79.176003,71.561111,27.417076
"2014-02-01",79.176003,71.561111,27.417076
"2014-02-02",79.176003,71.561111,27.417076
"2014-02-03",77.871399,71.615021,27.35428
"2014-02-04",77.830124,71.309525,27.461935
"2014-02-05",77.755806,71.767792,27.623425
"2014-02-06",79.489769,73.304314,28.04509
"2014-02-07",80.431068,73.600845,28.341152
"2014-02-08",80.431068,73.600845,28.341152
"2014-02-09",80.431068,73.600845,28.341152
"2014-02-10",80.546661,74.472435,28.708982
"2014-02-11",82.214569,74.607216,28.960186
"2014-02-12",82.305405,74.777954,28.97813
"2014-02-13",82.776054,76.260582,28.906359
"2014-02-14",83.898972,75.586655,28.753839
"2014-02-15",83.898972,75.586655,28.753839
"2014-02-16",83.898972,75.586655,28.753839
"2014-02-17",83.898972,76.170708,28.753839
"2014-02-18",83.246674,76.143745,29.722769
"2014-02-19",83.692543,77.177094,29.866314
"2014-02-20",83.667793,76.880569,30.198267
"2014-02-21",83.791649,77.141151,30.243124
"2014-02-22",83.791649,77.141151,30.243124
"2014-02-23",83.791649,77.141151,30.243124
"2014-02-24",85.170555,77.806076,30.270039
"2014-02-25",84.361374,77.689278,30.018829
"2014-02-26",85.665962,77.833054,29.830433
"2014-02-27",85.864136,76.790718,29.866314
"2014-02-28",86.376076,76.637962,30.287977
"2014-03-01",86.376076,76.637962,30.287977
"2014-03-02",86.376076,76.637962,30.287977
"2014-03-03",84.320099,75.209244,29.534365
"2014-03-04",85.674232,75.928101,30.16238
"2014-03-05",85.459549,74.885773,29.893229
"2014-03-06",86.293518,75.640572,30.368721
"2014-03-07",85.368713,75.613617,30.323862
"2014-03-08",85.368713,75.613617,30.323862
"2014-03-09",85.368713,75.613617,30.323862
"2014-03-10",85.26963,75.658546,30.189293
"2014-03-11",85.104492,75.433891,30.108549
"2014-03-12",84.353119,73.609833,29.713795
"2014-03-13",83.197136,73.313293,29.372875
"2014-03-14",82.40448,73.268372,29.399797
"2014-03-15",82.40448,73.268372,29.399797
"2014-03-16",82.40448,73.268372,29.399797
"2014-03-17",83.007233,72.926933,29.247276
"2014-03-18",84.138435,73.286346,29.552307
"2014-03-19",82.627419,72.603439,28.843559
"2014-03-20",83.007233,72.235031,28.574411
"2014-03-21",84.171471,72.720253,28.798697
"2014-03-22",84.171471,72.720253,28.798697
"2014-03-23",84.171471,72.720253,28.798697
"2014-03-24",83.808167,72.873009,29.112707
"2014-03-25",84.980637,73.412148,29.471569
"2014-03-26",85.104492,75.038528,29.767628
"2014-03-27",86.078812,75.505783,30.234152
"2014-03-28",87.366913,76.341438,31.023649
"2014-03-29",87.366913,76.341438,31.023649
"2014-03-30",87.366913,76.341438,31.023649
"2014-03-31",86.945793,75.928101,31.283821
"2014-04-01",88.010941,75.820259,31.517078
"2014-04-02",88.299942,75.622597,31.185131
"2014-04-03",88.40728,74.72403,31.328678
"2014-04-04",88.043983,75.667526,31.561935
"2014-04-05",88.043983,75.667526,31.561935
"2014-04-06",88.043983,75.667526,31.561935
"2014-04-07",87.276093,75.883171,31.822115
"2014-04-08",87.598099,75.505783,32.145092
"2014-04-09",88.820129,76.584068,32.252743
"2014-04-10",87.135712,76.215645,32.163029
"2014-04-11",87.193512,75.784332,31.642685
"2014-04-12",87.193512,75.784332,31.642685
"2014-04-13",87.193512,75.784332,31.642685
"2014-04-14",89.365089,77.90493,31.777256
"2014-04-15",89.365089,78.390144,32.055374
"2014-04-16",89.967857,79.126961,32.225834
"2014-04-17",90.166008,76.961449,32.082287
"2014-04-18",90.166008,76.961449,32.082287
"2014-04-19",90.166008,76.961449,32.082287
"2014-04-20",90.166008,76.961449,32.082287
"2014-04-21",89.926567,76.961449,32.073315
"2014-04-22",90.595375,77.222031,32.073315
"2014-04-23",89.505455,76.979408,31.831087
"2014-04-24",90.11647,77.006355,31.373539
"2014-04-25",90.083435,76.512169,30.987761
"2014-04-26",90.083435,76.512169,30.987761
"2014-04-27",90.083435,76.512169,30.987761
"2014-04-28",90.983452,77.105202,31.564369
